,Symbol,Owner,Relationship,Date,Cost,Number of Shares,Value,Total Shares,Filing,Type,Current_Price,200_Moving_Average
478,AAOI,Kuo David C,General Counsel and Secretary,"Jul 22, 2020",$15.00,2000,30000,61567,"Jul 24, 2020, 04:03 PM",sell,13.619999885559082,10.268699970245361
479,PTC,FERNANDEZ PHILLIP M,Director,"Jul 23, 2020",$83.51,250,20878,21304,"Jul 24, 2020, 04:03 PM",sell,81.45999908447266,72.95375020980835
480,SNX,MURAI KEVIN M,Director,"Jul 22, 2020",$122.40,4600,563051,11673,"Jul 24, 2020, 02:53 PM",sell,121.7300033569336,112.97264965057373
481,DECK,Garcia Thomas,"SVP, General Counsel","Jul 23, 2020",$209.00,1000,209000,19617,"Jul 24, 2020, 02:47 PM",sell,205.77999877929688,167.2084002304077
482,MKSI,BAGSHAW SETH H,"Sr. VP, CFO & Treasurer","Jul 23, 2020",$124.74,4995,623099,22102,"Jul 24, 2020, 02:10 PM",sell,119.69999694824219,103.77420009613037
483,MKSI,BAGSHAW SETH H,"Sr. VP, CFO & Treasurer","Jul 22, 2020",$123.00,5,615,24164,"Jul 24, 2020, 02:10 PM",sell,119.69999694824219,103.77420009613037
484,STXS,Isaac Paul J,10% Owner,"Jul 23, 2020",$4.10,100,410,4223879,"Jul 24, 2020, 01:50 PM",sell,3.7200000286102295,4.086300003528595
485,STXS,Isaac Paul J,10% Owner,"Jul 22, 2020",$4.13,5200,21476,4223979,"Jul 24, 2020, 01:47 PM",sell,3.7200000286102295,4.086300003528595
486,CIEN,SMITH GARY B,"President, CEO","Jul 22, 2020",$54.41,4250,231258,373452,"Jul 24, 2020, 01:31 PM",sell,56.720001220703125,44.09590000152588
487,CIEN,SMITH GARY B,"President, CEO","Jul 23, 2020",$55.38,4250,235363,369202,"Jul 24, 2020, 01:31 PM",sell,56.720001220703125,44.09590000152588
488,BGIO,Rieder Richard M,Portfolio Manager,"Jul 22, 2020",$8.30,5500,45655,489397,"Jul 24, 2020, 01:27 PM",sell,8.239999771118164,8.873024997711182
489,RKFL,Rouf Henrik,10% Owner,"Oct 23, 2019",$4.00,10000,40000,2780543,"Jul 24, 2020, 01:19 PM",sell,2.9000000953674316,3.7285500061511994
490,RKFL,Rouf Henrik,10% Owner,"May 22, 2019",$4.00,25000,100000,2900543,"Jul 24, 2020, 01:19 PM",sell,2.9000000953674316,3.7285500061511994
491,RKFL,Rouf Henrik,10% Owner,"Feb 28, 2020",$4.00,11250,45000,2736793,"Jul 24, 2020, 01:19 PM",sell,2.9000000953674316,3.7285500061511994
492,RKFL,Rouf Henrik,10% Owner,"Sep 16, 2019",$4.00,35000,140000,2790543,"Jul 24, 2020, 01:19 PM",sell,2.9000000953674316,3.7285500061511994
493,RKFL,Rouf Henrik,10% Owner,"Jan 14, 2020",$4.00,15000,60000,2768043,"Jul 24, 2020, 01:19 PM",sell,2.9000000953674316,3.7285500061511994
494,RKFL,Rouf Henrik,10% Owner,"Jul 19, 2019",$4.00,17500,70000,2825543,"Jul 24, 2020, 01:19 PM",sell,2.9000000953674316,3.7285500061511994
495,RKFL,Rouf Henrik,10% Owner,"Jun 25, 2020",$0.03,200000,5000,2516168,"Jul 24, 2020, 01:19 PM",sell,2.9000000953674316,3.7285500061511994
496,RKFL,Rouf Henrik,10% Owner,"Dec 20, 2019",$4.00,7500,30000,2733043,"Jul 24, 2020, 01:19 PM",sell,2.9000000953674316,3.7285500061511994
497,RKFL,Rouf Henrik,10% Owner,"May 31, 2019",$4.00,17500,70000,2843043,"Jul 24, 2020, 01:19 PM",sell,2.9000000953674316,3.7285500061511994
498,RKFL,Rouf Henrik,10% Owner,"May 04, 2020",$0.90,72500,65250,2679168,"Jul 24, 2020, 01:19 PM",sell,2.9000000953674316,3.7285500061511994
499,CFB,O'Toole David L.,CPO & Chief Investment Officer,"Jul 22, 2020",$9.96,500,4980,36331,"Jul 24, 2020, 12:57 PM",sell,9.710000038146973,11.340750017166137
500,RKFL,Rouf Henrik,10% Owner,"May 31, 2019",$4.00,17500,70000,2843043,"Jul 24, 2020, 11:27 AM",sell,2.9000000953674316,3.7285500061511994
501,RKFL,Rouf Henrik,10% Owner,"May 04, 2020",$0.90,72500,65250,2679168,"Jul 24, 2020, 11:27 AM",sell,2.9000000953674316,3.7285500061511994
502,RKFL,Rouf Henrik,10% Owner,"Oct 23, 2019",$4.00,10000,40000,2780543,"Jul 24, 2020, 11:27 AM",sell,2.9000000953674316,3.7285500061511994
503,RKFL,Rouf Henrik,10% Owner,"May 22, 2019",$4.00,25000,100000,2900543,"Jul 24, 2020, 11:27 AM",sell,2.9000000953674316,3.7285500061511994
504,RKFL,Rouf Henrik,10% Owner,"Feb 28, 2020",$4.00,11250,45000,2736793,"Jul 24, 2020, 11:27 AM",sell,2.9000000953674316,3.7285500061511994
505,RKFL,Rouf Henrik,10% Owner,"Sep 16, 2019",$4.00,35000,140000,2790543,"Jul 24, 2020, 11:27 AM",sell,2.9000000953674316,3.7285500061511994
506,RKFL,Rouf Henrik,10% Owner,"Jan 14, 2020",$4.00,15000,60000,2768043,"Jul 24, 2020, 11:27 AM",sell,2.9000000953674316,3.7285500061511994
507,RKFL,Rouf Henrik,10% Owner,"Jul 19, 2019",$4.00,17500,70000,2825543,"Jul 24, 2020, 11:27 AM",sell,2.9000000953674316,3.7285500061511994
508,RKFL,Rouf Henrik,10% Owner,"Jun 25, 2020",$25.00,200000,5000000,2516168,"Jul 24, 2020, 11:27 AM",sell,2.9000000953674316,3.7285500061511994
509,RKFL,Rouf Henrik,10% Owner,"Dec 20, 2019",$4.00,7500,30000,2733043,"Jul 24, 2020, 11:27 AM",sell,2.9000000953674316,3.7285500061511994
510,RKFL,Rouf Henrik,10% Owner,"May 31, 2019",$4.00,17500,70000,2843043,"Jul 24, 2020, 11:27 AM",sell,2.9000000953674316,3.7285500061511994
511,RKFL,Rouf Henrik,10% Owner,"May 04, 2020",$0.90,72500,65250,2679168,"Jul 24, 2020, 11:27 AM",sell,2.9000000953674316,3.7285500061511994
512,RKFL,Rouf Henrik,10% Owner,"Oct 23, 2019",$4.00,10000,40000,2780543,"Jul 24, 2020, 11:27 AM",sell,2.9000000953674316,3.7285500061511994
513,RKFL,Rouf Henrik,10% Owner,"May 22, 2019",$4.00,25000,100000,2900543,"Jul 24, 2020, 11:27 AM",sell,2.9000000953674316,3.7285500061511994
514,RKFL,Rouf Henrik,10% Owner,"Feb 28, 2020",$4.00,11250,45000,2736793,"Jul 24, 2020, 11:27 AM",sell,2.9000000953674316,3.7285500061511994
515,RKFL,Rouf Henrik,10% Owner,"Sep 16, 2019",$4.00,35000,140000,2790543,"Jul 24, 2020, 11:27 AM",sell,2.9000000953674316,3.7285500061511994
516,RKFL,Rouf Henrik,10% Owner,"Jan 14, 2020",$4.00,15000,60000,2768043,"Jul 24, 2020, 11:27 AM",sell,2.9000000953674316,3.7285500061511994
517,RKFL,Rouf Henrik,10% Owner,"Jul 19, 2019",$4.00,17500,70000,2825543,"Jul 24, 2020, 11:27 AM",sell,2.9000000953674316,3.7285500061511994
518,RKFL,Rouf Henrik,10% Owner,"Jun 25, 2020",$25.00,200000,5000000,2516168,"Jul 24, 2020, 11:27 AM",sell,2.9000000953674316,3.7285500061511994
519,RKFL,Rouf Henrik,10% Owner,"Dec 20, 2019",$4.00,7500,30000,2733043,"Jul 24, 2020, 11:27 AM",sell,2.9000000953674316,3.7285500061511994
520,KR,MOORE CLYDE R,Director,"Jul 23, 2020",$35.24,13000,458120,119677,"Jul 24, 2020, 10:04 AM",sell,34.709999084472656,29.92974994659424
521,PLMR,Uchida T Christopher,Chief Financial Officer,"Jul 22, 2020",$84.71,600,50826,38906,"Jul 23, 2020, 09:42 PM",sell,82.30000305175781,58.251874942779544
522,PLMR,Fisher Heath A,President,"Jul 22, 2020",$86.16,5000,430789,20000,"Jul 23, 2020, 09:40 PM",sell,82.30000305175781,58.251874942779544
523,PLMR,Armstrong Mac,CEO and Chairman,"Jul 22, 2020",$86.13,12500,1076597,775388,"Jul 23, 2020, 09:39 PM",sell,82.30000305175781,58.251874942779544
524,PINS,Silbermann Benjamin,"Chairman, President, CEO, Co-F","Jul 21, 2020",$25.76,58559,1508609,0,"Jul 23, 2020, 09:26 PM",sell,24.540000915527344,20.444350066185
525,PINS,Sharp Evan,Co-Founder & Chief Design & Cr,"Jul 21, 2020",$25.85,61962,1602015,0,"Jul 23, 2020, 09:25 PM",sell,24.540000915527344,20.444350066185
526,QTRX,HRUSOVSKY E KEVIN,"Chairman, President & CEO","Jul 21, 2020",$31.87,2636,84016,1064204,"Jul 23, 2020, 08:38 PM",sell,27.149999618530273,24.110424981117248
527,KTOS,Lund Deanna H,EVP & CFO,"Jul 21, 2020",$16.15,7500,121141,236437,"Jul 23, 2020, 08:35 PM",sell,19.399999618530273,17.135250005722046
528,PLMR,Robinson Andrew T,Chief Underwriting Officer,"Jul 21, 2020",$83.35,2500,208366,121615,"Jul 23, 2020, 08:20 PM",sell,82.30000305175781,58.251874942779544
529,PSTG,Dietzen Scott,Director,"Jul 23, 2020",$18.00,9454,170172,2291056,"Jul 23, 2020, 08:20 PM",sell,17.229999542236328,16.396899976730346
530,PSTG,Dietzen Scott,Director,"Jul 22, 2020",$18.02,179914,3242068,2300510,"Jul 23, 2020, 08:20 PM",sell,17.229999542236328,16.396899976730346
531,PSTG,Dietzen Scott,Director,"Jul 21, 2020",$18.02,166595,3002401,2480424,"Jul 23, 2020, 08:20 PM",sell,17.229999542236328,16.396899976730346
532,KTOS,DEMARCO ERIC M,President & CEO,"Jul 21, 2020",$16.10,10000,160957,449650,"Jul 23, 2020, 08:16 PM",sell,19.399999618530273,17.135250005722046
533,NVCR,Ambrogi Michael J.,Chief Operating Officer,"Jul 22, 2020",$67.02,42972,2879966,250259,"Jul 23, 2020, 07:43 PM",sell,67.0,74.10287504196167
534,NVCR,Ambrogi Michael J.,Chief Operating Officer,"Jul 21, 2020",$65.06,3321,216072,220867,"Jul 23, 2020, 07:43 PM",sell,67.0,74.10287504196167
535,NVCR,LEUNG GABRIEL,Director,"Jul 21, 2020",$65.07,500,32536,72045,"Jul 23, 2020, 07:32 PM",sell,67.0,74.10287504196167
536,NVCR,LEUNG GABRIEL,Director,"Jul 22, 2020",$67.03,9500,636797,81122,"Jul 23, 2020, 07:32 PM",sell,67.0,74.10287504196167
537,FND,AXELROD NORMAN,Director,"Jul 21, 2020",$62.50,10910,681875,6862,"Jul 23, 2020, 07:31 PM",sell,67.81999969482422,47.59535005569458
538,FND,AXELROD NORMAN,Director,"Jul 23, 2020",$67.50,34000,2295000,6862,"Jul 23, 2020, 07:31 PM",sell,67.81999969482422,47.59535005569458
539,FND,AXELROD NORMAN,Director,"Jul 22, 2020",$64.90,34000,2206600,6862,"Jul 23, 2020, 07:31 PM",sell,67.81999969482422,47.59535005569458
540,FND,TAYLOR THOMAS V,CHIEF EXECUTIVE OFFICER,"Jul 21, 2020",$63.85,75000,4788750,236668,"Jul 23, 2020, 07:30 PM",sell,67.81999969482422,47.59535005569458
541,GRWG,"Merida Capital Partners, LP",Former 10% Owner,"Jul 21, 2020",$8.12,25000,203050,1476997,"Jul 23, 2020, 07:14 PM",sell,7.260000228881836,4.993759994506836
542,GRWG,"Merida Capital Partners, LP",Former 10% Owner,"Jul 23, 2020",$7.70,115000,885235,1316997,"Jul 23, 2020, 07:14 PM",sell,7.260000228881836,4.993759994506836
543,GRWG,"Merida Capital Partners, LP",Former 10% Owner,"Jul 22, 2020",$7.58,60000,454740,1416997,"Jul 23, 2020, 07:14 PM",sell,7.260000228881836,4.993759994506836
544,IMMR,Haidamus Ramzi,President and CEO,"Jul 21, 2020",$6.69,8970,59998,66243,"Jul 23, 2020, 07:13 PM",sell,6.099999904632568,6.867850015163421
545,CRM,Benioff Marc,Chair of the Board & CEO,"Jul 23, 2020",$191.02,15000,2865356,29981316,"Jul 23, 2020, 07:01 PM",sell,188.49000549316406,168.34120002746582
546,RMNI,Grady Sebastian,President,"Jul 23, 2020",$5.32,5792,30813,5500,"Jul 23, 2020, 06:52 PM",sell,5.519999980926514,4.309025013446808
547,RMNI,Grady Sebastian,President,"Jul 21, 2020",$5.32,1144,6087,5500,"Jul 23, 2020, 06:52 PM",sell,5.519999980926514,4.309025013446808
548,POWI,Bailey Doug,VP Marketing,"Jul 22, 2020",$121.95,500,60975,59361,"Jul 23, 2020, 06:32 PM",sell,117.88999938964844,100.15049999237061
549,FB,Newstead Jennifer,VP and General Counsel,"Jul 21, 2020",$246.22,194,47767,2112,"Jul 23, 2020, 06:25 PM",sell,230.7100067138672,203.4886501312256
550,STZ,SANDS ROBERT,Chairman of the Board,"Jul 22, 2020",$179.80,122203,21972263,596738,"Jul 23, 2020, 06:13 PM",sell,179.85000610351562,177.1390002822876
551,STZ,SANDS ROBERT,Chairman of the Board,"Jul 21, 2020",$181.20,90184,16340924,577682,"Jul 23, 2020, 06:13 PM",sell,179.85000610351562,177.1390002822876
552,STZ,SANDS RICHARD,Vice Chairman of the Board,"Jul 21, 2020",$181.17,151404,27430116,186769,"Jul 23, 2020, 06:13 PM",sell,179.85000610351562,177.1390002822876
553,STZ,SANDS RICHARD,Vice Chairman of the Board,"Jul 22, 2020",$179.81,184489,33172870,270544,"Jul 23, 2020, 06:13 PM",sell,179.85000610351562,177.1390002822876
554,CRM,Tallapragada Srinivas,Pres/Chief Engineering Officer,"Jul 23, 2020",$192.70,335,64554,42119,"Jul 23, 2020, 06:12 PM",sell,188.49000549316406,168.34120002746582
555,AMKR,Faust Megan,CFO,"Jul 23, 2020",$12.41,4500,55845,7219,"Jul 23, 2020, 06:07 PM",sell,12.074999809265137,11.193874974250793
556,MNTA,GILMAN STEVEN C,Director,"Jul 22, 2020",$33.23,10000,332300,7796,"Jul 23, 2020, 05:55 PM",sell,30.0,26.224800024032593
557,FAST,Miller Charles S.,Senior Executive VP,"Jul 21, 2020",$45.31,34957,1584031,7500,"Jul 23, 2020, 05:43 PM",sell,45.7400016784668,37.21405011177063
558,FAST,Jansen James C,Executive Vice President,"Jul 21, 2020",$45.55,15000,683241,25176,"Jul 23, 2020, 05:43 PM",sell,45.7400016784668,37.21405011177063
559,MNTA,FIER IAN,Chief Mfg and Program Officer,"Jul 22, 2020",$32.48,33504,1088313,1350,"Jul 23, 2020, 05:42 PM",sell,30.0,26.224800024032593
560,PFSI,Walker David M,Chief Risk Officer,"Jul 22, 2020",$44.71,5000,223566,268085,"Jul 23, 2020, 05:29 PM",sell,43.52000045776367,32.9957500076294
561,PFSI,Walker David M,Chief Risk Officer,"Jul 21, 2020",$43.97,10000,439740,273385,"Jul 23, 2020, 05:29 PM",sell,43.52000045776367,32.9957500076294
562,USX,Pate Lisa M,10% Owner,"Jul 21, 2020",$7.04,20000,140778,2463914,"Jul 23, 2020, 05:28 PM",sell,7.079999923706055,4.917749993801117
563,HZO,MCLAMB MICHAEL H,"Executive VP, CFO and Sec","Jul 22, 2020",$27.28,5000,136400,87840,"Jul 23, 2020, 05:27 PM",sell,27.739999771118164,17.08405007123947
564,HZO,MCLAMB MICHAEL H,"Executive VP, CFO and Sec","Jul 21, 2020",$25.86,10000,258650,97840,"Jul 23, 2020, 05:27 PM",sell,27.739999771118164,17.08405007123947
565,PFSI,MCCALLION ANNE,Director,"Jul 22, 2020",$44.69,5000,223450,128606,"Jul 23, 2020, 05:27 PM",sell,43.52000045776367,32.9957500076294
566,HZO,MCLAMB MICHAEL H,"Executive VP, CFO and Sec","Jul 23, 2020",$28.68,5000,143409,82940,"Jul 23, 2020, 05:27 PM",sell,27.739999771118164,17.08405007123947
567,PFSI,MCCALLION ANNE,Director,"Jul 21, 2020",$43.95,5000,219737,133638,"Jul 23, 2020, 05:27 PM",sell,43.52000045776367,32.9957500076294
568,SYNA,McFarland John,"SVP, General Counsel & Sec.","Jul 21, 2020",$80.00,3000,240000,17880,"Jul 23, 2020, 05:22 PM",sell,78.19000244140625,62.23955007553101
569,SONO,Millington Nicholas,Chief Innovation Officer,"Jul 21, 2020",$16.87,30450,513646,56405,"Jul 23, 2020, 05:16 PM",sell,16.399999618530273,12.562699983119964
570,BILL,Aji Rajesh A.,General Counsel & CCO,"Jul 21, 2020",$86.38,6000,518301,47699,"Jul 23, 2020, 05:14 PM",sell,82.31999969482422,57.72864522626323
571,FREQ,Loose Christopher R.,Chief Scientific Officer,"Jul 22, 2020",$21.51,4500,96791,161782,"Jul 23, 2020, 05:10 PM",sell,22.479999542236328,18.81377496242523
572,COLM,BANY SARAH,10% Owner,"Jul 23, 2020",$81.78,25000,2044388,7397878,"Jul 23, 2020, 05:09 PM",sell,80.41000366210938,83.49750001907348
573,COLM,BANY SARAH,10% Owner,"Jul 22, 2020",$80.08,1108,88729,7399178,"Jul 23, 2020, 05:09 PM",sell,80.41000366210938,83.49750001907348
574,DDOG,Agarwal Amit,Chief Product Officer,"Jul 21, 2020",$91.25,14000,1277546,11400,"Jul 23, 2020, 05:09 PM",sell,84.83999633789062,50.078725032806396
575,DDOG,Agarwal Amit,Chief Product Officer,"Jul 21, 2020",$91.22,1009,92039,869,"Jul 23, 2020, 05:09 PM",sell,84.83999633789062,50.078725032806396
576,DDOG,Agarwal Amit,Chief Product Officer,"Jul 21, 2020",$91.32,3509,320430,137371,"Jul 23, 2020, 05:09 PM",sell,84.83999633789062,50.078725032806396
577,COLM,Gertrude Boyle Trust,10% Owner,"Jul 22, 2020",$80.08,1108,88729,7399178,"Jul 23, 2020, 05:08 PM",sell,80.41000366210938,83.49750001907348
578,COLM,Gertrude Boyle Trust,10% Owner,"Jul 23, 2020",$81.78,25000,2044388,7397878,"Jul 23, 2020, 05:08 PM",sell,80.41000366210938,83.49750001907348
579,ABT,AUSTIN ROXANNE S,Director,"Jul 22, 2020",$99.80,6844,683038,40043,"Jul 23, 2020, 05:07 PM",sell,98.94999694824219,86.84840000152587
580,PLXS,Frisch Steven J.,Exec VP & Chief Operating Off.,"Jul 21, 2020",$74.45,4750,353637,48318,"Jul 23, 2020, 05:05 PM",sell,71.86000061035156,67.80470008850098
581,PLXS,Frisch Steven J.,Exec VP & Chief Operating Off.,"Jul 23, 2020",$77.83,9500,739385,53068,"Jul 23, 2020, 05:05 PM",sell,71.86000061035156,67.80470008850098
582,ABT,PEDERSON MICHAEL J,Senior Vice President,"Jul 21, 2020",$98.00,23008,2254784,73891,"Jul 23, 2020, 05:04 PM",sell,98.94999694824219,86.84840000152587
583,HLIX,VENEGAS ZACHARY L,Chief Executive Officer,"Jul 21, 2020",$0.10,5000,500,22007228,"Jul 23, 2020, 05:04 PM",sell,0.0949999988079071,0.3318149995058775
584,HLIX,VENEGAS ZACHARY L,Chief Executive Officer,"Jul 22, 2020",$0.09,5000,450,22002228,"Jul 23, 2020, 05:04 PM",sell,0.0949999988079071,0.3318149995058775
585,SYNA,NOLAN KERMIT,See Remarks,"Jul 21, 2020",$79.52,5488,436391,52481,"Jul 23, 2020, 05:02 PM",sell,78.19000244140625,62.23955007553101
586,GNSS,"AWM Investment Company, Inc.",10% Owner,"Jul 22, 2020",$4.52,11239,50747,4775059,"Jul 23, 2020, 04:57 PM",sell,4.28000020980835,3.753750002384186
587,GNSS,"AWM Investment Company, Inc.",10% Owner,"Jul 21, 2020",$4.81,32408,155874,4798348,"Jul 23, 2020, 04:57 PM",sell,4.28000020980835,3.753750002384186
588,TENB,Vintz Stephen A,Chief Financial Officer,"Jul 22, 2020",$31.80,17738,564068,93649,"Jul 23, 2020, 04:56 PM",sell,29.959999084472656,25.93414999008179
589,TENB,Vintz Stephen A,Chief Financial Officer,"Jul 21, 2020",$31.83,5948,189325,111387,"Jul 23, 2020, 04:56 PM",sell,29.959999084472656,25.93414999008179
590,NEM,Cmil Jennifer,"EVP, Human Resources","Jul 21, 2020",$65.00,2571,167115,19660,"Jul 23, 2020, 04:55 PM",sell,66.75,49.337400112152096
591,SYNA,BUCHANAN JEFFREY D,Director,"Jul 21, 2020",$78.22,7500,586650,12681,"Jul 23, 2020, 04:55 PM",sell,78.19000244140625,62.23955007553101
592,RNG,Agarwal Vaibhav,Chief Accounting Officer,"Jul 21, 2020",$279.64,480,134226,20284,"Jul 23, 2020, 04:52 PM",sell,268.25,215.39644989013672
593,HLIX,Ogur Scott Matthew,Chief Financial Officer,"Jul 21, 2020",$0.10,5000,500,22007228,"Jul 23, 2020, 04:51 PM",sell,0.0949999988079071,0.3318149995058775
594,HLIX,Ogur Scott Matthew,Chief Financial Officer,"Jul 22, 2020",$0.09,5000,450,22002228,"Jul 23, 2020, 04:51 PM",sell,0.0949999988079071,0.3318149995058775
595,CDLX,Laube Lynne Marie,Chief Executive Officer,"Jul 22, 2020",$73.43,2000,146860,14565,"Jul 23, 2020, 04:49 PM",sell,67.69999694824219,60.98419968605042
596,AVGO,TAN HOCK E,President and CEO,"Jul 21, 2020",$315.18,57171,18018974,298789,"Jul 23, 2020, 04:40 PM",sell,305.7900085449219,291.140850982666
597,KMX,MARGOLIN ERIC M,"EVP, Gen. Counsel & Secretary","Jul 22, 2020",$97.89,33026,3232915,24440,"Jul 23, 2020, 04:38 PM",sell,97.45999908447266,86.26440000534058
598,KMX,MARGOLIN ERIC M,"EVP, Gen. Counsel & Secretary","Jul 21, 2020",$96.12,5781,555670,24440,"Jul 23, 2020, 04:38 PM",sell,97.45999908447266,86.26440000534058
599,KMX,Livesay Jill A,"VP, Controller & PAO","Jul 22, 2020",$98.00,2107,206486,4933,"Jul 23, 2020, 04:38 PM",sell,97.45999908447266,86.26440000534058
600,KMX,FOLLIARD THOMAS J,Director,"Jul 22, 2020",$97.61,254731,24863310,297123,"Jul 23, 2020, 04:38 PM",sell,97.45999908447266,86.26440000534058
601,KMX,Cafritz Diane L,SVP & CHRO,"Jul 22, 2020",$97.09,6562,637105,4646,"Jul 23, 2020, 04:38 PM",sell,97.45999908447266,86.26440000534058
602,HLIX,HELIX OPPORTUNITIES LLC,10% Owner,"Jul 21, 2020",$0.10,5000,500,22007228,"Jul 23, 2020, 04:36 PM",sell,0.0949999988079071,0.3318149995058775
603,HLIX,HELIX OPPORTUNITIES LLC,10% Owner,"Jul 22, 2020",$0.09,5000,450,22002228,"Jul 23, 2020, 04:36 PM",sell,0.0949999988079071,0.3318149995058775
604,TOL,Yearley Douglas C. Jr.,Chief Executive Officer,"Jul 23, 2020",$38.00,30000,1140000,320457,"Jul 23, 2020, 04:36 PM",sell,37.20000076293945,34.834300026893615
605,ADBE,NARAYEN SHANTANU,"Chairman, President and CEO","Jul 22, 2020",$445.00,10000,4449965,404862,"Jul 23, 2020, 04:34 PM",sell,430.30999755859375,346.4425505065918
606,BK,Harris Mitchell E.,Sr. Executive Vice President,"Jul 22, 2020",$35.75,35000,1251285,145425,"Jul 23, 2020, 04:33 PM",sell,36.22999954223633,41.71365008354187
607,MTSI,Hwang Donghyun Thomas,"SVP, Global Sales","Jul 21, 2020",$39.22,632,24787,66301,"Jul 23, 2020, 04:32 PM",sell,36.439998626708984,27.204149961471558
608,TARA,Marshall Randall,10% Owner,"Jul 22, 2020",$26.73,1372,36675,643366,"Jul 23, 2020, 04:31 PM",sell,26.0,24.47157997608185
609,TARA,Marshall Randall,10% Owner,"Jul 21, 2020",$26.56,223,5923,644663,"Jul 23, 2020, 04:31 PM",sell,26.0,24.47157997608185
610,UNH,BURKE RICHARD T,Director,"Jul 22, 2020",$303.50,10000,3035017,1376500,"Jul 23, 2020, 04:27 PM",sell,300.7900085449219,278.34050010681153
611,RMG,"GLAZER CAPITAL, LLC",10% Owner,"Jul 23, 2020",$10.50,1000,10500,2971340,"Jul 23, 2020, 04:25 PM",sell,10.399999618530273,9.998530011177063
612,RMG,"GLAZER CAPITAL, LLC",10% Owner,"Jul 22, 2020",$10.50,1000,10500,2972340,"Jul 23, 2020, 04:25 PM",sell,10.399999618530273,9.998530011177063
613,RMG,"GLAZER CAPITAL, LLC",10% Owner,"Jul 21, 2020",$10.50,1000,10500,2973340,"Jul 23, 2020, 04:25 PM",sell,10.399999618530273,9.998530011177063
614,MEDP,Troendle August J.,President & CEO,"Jul 22, 2020",$109.99,35878,3946221,7637199,"Jul 23, 2020, 04:23 PM",sell,105.80999755859375,84.71537483215332
615,MEDP,Troendle August J.,President & CEO,"Jul 21, 2020",$106.78,28090,2999450,7673077,"Jul 23, 2020, 04:23 PM",sell,105.80999755859375,84.71537483215332
616,ALBO,Duncan Jason,Chief Legal Officer and GC,"Jul 22, 2020",$25.80,91,2348,4370,"Jul 23, 2020, 04:23 PM",sell,25.25,22.243199996948242
617,MEDP,"Medpace Investors, LLC",10% Owner,"Jul 22, 2020",$109.99,35878,3946221,7637199,"Jul 23, 2020, 04:20 PM",sell,105.80999755859375,84.71537483215332
618,MEDP,"Medpace Investors, LLC",10% Owner,"Jul 21, 2020",$106.78,28090,2999450,7673077,"Jul 23, 2020, 04:20 PM",sell,105.80999755859375,84.71537483215332
619,INSP,Jandrich Steven,"Chief Comp Off & VP, Human Res","Jul 21, 2020",$98.96,1000,98960,1805,"Jul 23, 2020, 04:17 PM",sell,99.73999786376953,74.08220012664795
620,SPXC,Nurkin John Webster,"VP, Gen. Counsel & Secretary","Jul 21, 2020",$42.18,18408,776449,68373,"Jul 23, 2020, 04:16 PM",sell,41.11000061035156,42.74649995803833
621,CDXS,KELLEY BERNARD J,Director,"Jul 21, 2020",$12.79,2500,31965,213636,"Jul 23, 2020, 04:16 PM",sell,11.430000305175781,13.251400027275086
622,INSP,Buchholz Richard,Chief Financial Officer,"Jul 21, 2020",$99.37,3000,298122,31968,"Jul 23, 2020, 04:16 PM",sell,99.73999786376953,74.08220012664795
623,ALBO,Horn Patrick Taylor,Chief Medical Officer,"Jul 22, 2020",$25.80,91,2348,4374,"Jul 23, 2020, 04:15 PM",sell,25.25,22.243199996948242
624,MS,ROONEY ROBERT P,Head of Tech/Ops/Resilience,"Jul 21, 2020",$52.18,18355,957843,209542,"Jul 23, 2020, 04:12 PM",sell,50.18000030517578,46.01495008468628
625,MNTA,Manning Anthony M.,Chief Scientific Officer,"Jul 21, 2020",$34.69,1939,67260,14523,"Jul 23, 2020, 04:08 PM",sell,30.0,26.224800024032593
626,MNTA,Arroyo Santiago,"SVP, Chief Medical Officer","Jul 21, 2020",$34.62,49967,1729857,11468,"Jul 23, 2020, 04:07 PM",sell,30.0,26.224800024032593
627,MNTA,Arroyo Santiago,"SVP, Chief Medical Officer","Jul 22, 2020",$32.32,1939,62668,9529,"Jul 23, 2020, 04:07 PM",sell,30.0,26.224800024032593
628,HUBS,Halligan Brian,Chief Executive Officer,"Jul 21, 2020",$231.90,8500,1971150,700794,"Jul 23, 2020, 04:06 PM",sell,222.7899932861328,171.778850440979
629,BSX,Pierce David A,EVP Pres MedSurg,"Jul 22, 2020",$38.00,2170,82460,9401,"Jul 23, 2020, 04:06 PM",sell,38.599998474121094,38.730400009155275
630,CSTL,BRADBURY DANIEL,Director,"Jul 22, 2020",$39.58,3750,148429,865028,"Jul 23, 2020, 04:06 PM",sell,39.040000915527344,30.906274967193603
631,CSTL,BRADBURY DANIEL,Director,"Jul 21, 2020",$41.81,3750,156793,869630,"Jul 23, 2020, 04:06 PM",sell,39.040000915527344,30.906274967193603
632,DPZ,VASCONI JOHN KEVIN,"EVP, Chief Information Officer","Jul 21, 2020",$389.80,1200,467762,4542,"Jul 23, 2020, 04:06 PM",sell,386.9100036621094,325.7092502593994
633,SPTN,ATKINS M SHAN,Director,"Jul 21, 2020",$22.00,3000,66000,42112,"Jul 23, 2020, 04:03 PM",sell,22.149999618530273,15.31449999332428
